編號,縣市別代碼,地址,發放口罩藥局名稱,TM2X,TM2Y,行政區,成人口罩數量,兒童口罩數量,藥局提供時間說明,經度,緯度,口罩地圖數量紀錄時間,系統查詢總計數量,系統紀錄日期,系統當日查詢數量
202,66000,臺中市北屯區進化北路４５號,崙湞藥局,218576.9523,2673079.209,北屯區,1210,2140,固定周一至周六14:00~17:00販售口罩，週日視情況,120.6907594,24.16272365,2022/2/15 15:08,891558,2022/6/6,9
203,66000,臺中市北屯區東山路１段２６５號１樓,佳美藥局,221388.7329,2674524.91,北屯區,550,1540,-,120.7184018,24.17583085,2022/2/15 15:08,891549,2022/6/5,3
204,66000,臺中市北屯區北屯路３８５之１號,博宇藥局,219307.0468,2674097.419,北屯區,1240,1200,口罩9:00現場販售、售完為止。,120.6979227,24.17193172,2022/2/15 15:08,891546,2022/6/4,6
205,66000,臺中市北屯區北平路三段３４號,英全藥局,217517.9111,2674003.816,北屯區,1300,2000,口罩早上8:30發號碼牌，早上8點30分開始過卡到早上10點止。全年無休。,120.6803165,24.17105067,2022/2/15 15:08,891540,2022/6/3,10
206,66000,臺中市北屯區松竹路二段１５７號１樓,新盛藥局,219104.3907,2675336.051,北屯區,740,1270,下午2:30至830賣口罩固定週一至週六依序排隊,120.6959017,24.18311167,2022/2/15 15:08,891530,2022/6/2,7
207,66000,臺中市北屯區軍功路二段１７５號,軍功啄木鳥藥局,221494.7543,2674954.302,北屯區,2020,1150,每日0815至售完為止,120.7194368,24.17970987,2022/2/15 15:08,891523,2022/6/1,10
208,66000,臺中市北屯區中清路二段２９６號１樓,中清崙湞藥局,216345.11,2674829.008,北屯區,2440,1390,週二公休，星期一至五，早上8點販賣口罩至下午10點。周末早上8點到下午5點,120.6687549,24.17847688,2022/2/15 15:08,891513,2022/5/31,3
209,66000,臺中市北屯區熱河路一段７０號１樓,德寶健保藥局,218201.5276,2673597.817,北屯區,60,1850,早上9點發號碼牌，當場販賣口罩,120.6870534,24.16739876,2022/2/15 15:08,891510,2022/5/30,13
210,66000,臺中市北屯區崇德路二段３１號,崇德藥局,217989.7247,2673843.986,北屯區,770,540,口罩販賣時段：14:00 - 16:00,120.6849635,24.16961719,2022/2/15 15:08,891497,2022/5/29,4
211,66000,臺中市北屯區興安路一段３３３號１樓,興安永佳藥局,218947.8636,2674362.135,北屯區,1120,1780,下午2點發號碼牌，直接販賣口罩,120.694382,24.17431487,2022/2/15 15:08,891493,2022/5/28,4
212,66000,台中市中區錦上里民族路１２２號,永大藥局,217340.1156,2670625.464,中區,1890,1190,09:00開始代售口罩，人多會發號碼牌 (周日休息),120.678643,24.140543,2022/2/15 15:08,891489,2022/5/27,7
213,66000,台中市中區中山路３４３號１樓,四川堂藥局,217001.9921,2671071.606,中區,40,1510,每日07:00開始代售口罩，現場排隊,120.6753059,24.14456429,2022/2/15 15:08,891482,2022/5/26,7
214,66000,台中市中區建國里建國路２２２號１Ｆ,中一藥局,218101.1098,2670422.007,中區,920,960,Am 8:00 ~ 代售口罩 (周日休息),120.6861352,24.13872151,2022/2/15 15:08,891475,2022/5/25,3
215,66000,台中市東區十甲東路４８８號１樓,來安藥局,220252.7878,2670364.609,東區,0,980,發口罩時間早上8點半,120.7073073,24.1382453,2022/2/15 15:08,891472,2022/5/24,5
216,66000,台中巿東區東南里十甲路１１??１號,泰興藥局,218972.3733,2671092.726,東區,0,490,AM8:00--PM18:30,120.6946934,24.144795,2022/2/15 15:08,891467,2022/5/23,4
217,66000,台中巿東區合作里力行路４２-１號,一心藥局,219141.332,2671784.002,東區,1600,1160,代售口罩星期一至星期六。,120.696338,24.15100393,2022/2/15 15:08,891463,2022/5/22,5
218,66000,台中巿東區東勢里精武路１８０號,何藥局,218598.5404,2671410.085,東區,1030,700,防疫口罩販售早上9:00~晚上10:00販售。,120.6910081,24.14765312,2022/2/15 15:08,891458,2022/5/21,10
219,66000,台中市東區福仁街138號,福生藥局,218478.839,2671049.635,東區,990,1440,時間周一至周六，早上8:00~21:30.星期日公休,120.6898381,24.14439613,2022/2/15 15:08,891448,2022/5/20,8
220,66000,台中市中區繼光街１３４號,永和藥局,217854.2944,2670549.077,中區,2150,770,每日代售口罩，現場排隊,120.6837039,24.13986385,2022/2/15 15:08,891440,2022/5/19,9
221,66000,臺中市中區臺灣大道一段２０號１樓,一安堂藥局,217941.059,2670355.228,中區,1180,1510,8:30~20:50領取實名制口罩,120.6845619,24.1381153,2022/2/15 15:08,891431,2022/5/18,15
222,66000,台中市東區振興路２８８號,明大藥局,219725.6983,2669611.35,東區,2710,920,每日早上9點開始販售，販售至晚上7點止(星期日不販售)。,120.7021369,24.13143387,2022/2/15 15:08,891416,2022/5/17,19
223,66000,台中市東區精武東路１９８號,福倫藥局,220532.0459,2671591.294,東區,1580,1800,每天早上08:00開始口罩代售;售完為止.,120.71003,24.14932664,2022/2/15 15:08,891397,2022/5/16,15
224,66000,台中市東區進德路４１號１樓,信和藥局,218761.5635,2670995.017,東區,1090,1140,周一到周六，上午10:00販售口罩，售完為止，週日公休。若遇慢籤調劑請稍候片刻。,120.6926212,24.1439086,2022/2/15 15:08,891382,2022/5/15,5
225,66000,台中市東區十甲路５０５號,中大藥局,220614.373,2671074.715,東區,10,1080,口罩發放時間12:00-15:00,120.7108506,24.14466384,2022/2/15 15:08,891377,2022/5/14,14
226,66000,台中巿西區公館里南屯路一段６６??７號一樓,裕源藥局,216220.6784,2669680.129,西區,890,1620,固定周一至周六09:00依序販售口罩，周日休息,120.6676505,24.13198374,2022/2/15 15:08,891363,2022/5/13,17
227,66000,台中市西區向上路一段１９２號１樓,九和大藥局向上店,215502.5426,2671327.455,西區,670,1030,周一~六08:00開始。周日08:00~中午12:00，下午休息。,120.6605457,24.14684232,2022/2/15 15:08,891346,2022/5/12,24
228,66000,臺中市西區西屯路１段２２０號,國良藥局,216533.1931,2672055.538,西區,0,400,每日上午9點開始販售，售完為止。,120.6706703,24.15343858,2022/2/15 15:08,891322,2022/5/11,24
229,66000,台中市西區永龍里向上路一段４６??１號,林西藥局,216069.0509,2671329.823,西區,1330,1260,每日早上9點開始依序當場領口罩，售完為止。,120.66612,24.146876,2022/2/15 15:08,891298,2022/5/10,13
230,66000,台中市西區東昇里朝陽街４５號,永昇藥局,216470.2927,2670037.828,西區,160,1010,周一到周六9點半至11點下午3點半至5點半當場領口罩,120.6700981,24.13521882,2022/2/15 15:08,891285,2022/5/9,17
231,66000,台中市西區樂群街６之２號,華隆藥局,216821.3015,2670594.577,西區,1600,1280,販售口罩時間為週一至週日早上09:30開始，售完為止。,120.6735389,24.14025328,2022/2/15 15:08,891268,2022/5/8,14
232,66000,台中市西區公益里中美街２５７號,元泉藥局,215454.5861,2671537.454,西區,2120,980,固定週一至週六早上8:30開始販售口罩.售完為止,120.6600688,24.1487374,2022/2/15 15:08,891254,2022/5/7,13
233,66000,台中市西區公正里向上路１段４４７號１樓,振聲藥局,214846.0306,2671295.574,西區,490,190,週一至週六早上9:00開始販售口罩，售完為止,120.6540865,24.14653996,2022/2/15 15:08,891241,2022/5/6,30
234,66000,台中市西區向上路一段１６２號,麗新健保大藥局,215574.042,2671333.455,西區,0,310,週一至週日上午8:00-12:00,120.6612491,24.14689806,2022/2/15 15:08,891211,2022/5/5,39
235,66000,台中市西區美村路一段六七三號一樓,祥鶴大藥局,215628.0166,2670083.219,西區,780,0,固定周一至周日早上8:30依序販售口罩至售完,120.6618099,24.13561054,2022/2/15 15:08,891172,2022/5/4,29
236,66000,台中市西區五權路２９號１樓,名亨藥局,216426.9098,2671035.956,西區,0,690,每日上午8:30至12，下午3至7:00販售.周 日  休 息. 周 六    下 午 休 息 .,120.6696481,24.14423026,2022/2/15 15:08,891143,2022/5/3,24
237,66000,台中市西區林森路９８－２號１樓,向日睽藥局,216528.8532,2670335.077,西區,110,890,每日早上9點開始當場販售口罩.星期日也賣,120.6706674,24.13790401,2022/2/15 15:08,891119,2022/5/2,17
238,66000,台中市西區向上路一段１９４號１樓,幸福大藥局,215498.0507,2671327.455,西區,840,350,周一至周六上午8:00開始販售口罩，售完為止,120.6605015,24.14684222,2022/2/15 15:08,891102,2022/5/1,22
239,66000,台中市西區美村路１段７７５號１樓,壹藥局,215631.7369,2669801.219,西區,1690,320,營業時間固定每日早上8點30分到晚上10點30分星期一到星期日都可以領口罩,120.6618532,24.13306437,2022/2/15 15:08,891080,2022/4/30,17
240,66000,臺中市西區中山路４８３號１、２樓,中山福倫藥局,216751.5879,2671306.625,西區,1580,1240,有時間就賣(全年無休),120.6728366,24.14668108,2022/2/15 15:08,891063,2022/4/29,39
241,66000,台中市南區西川里忠明南路６２８號,義興配藥局,215189.6132,2669366.1,南區,190,2030,週一至週日上午9點販賣防疫口罩,120.6575137,24.12912587,2022/2/15 15:08,891024,2022/4/28,61
242,66000,台中市南區江川里五權南路２２４號,和益中西藥局,216480.5963,2668857.572,南區,2000,2220,固定周一至周六早上10:00至12:00共2小時提供代售口罩(視情況調整代售時間),120.6702268,24.12456219,2022/2/15 15:08,890963,2022/4/27,38
243,66000,台中市南區積善里五權南路６５０號１樓,元聖藥局,216477.2656,2667705.126,南區,30,650,週一至週日上午9點販賣防疫口罩,120.6702207,24.11415635,2022/2/15 15:08,890925,2022/4/26,16
244,66000,台中市南區台中路１５４號,台大藥局,217917.3352,2669582.671,南區,0,660,防疫口罩銷售時間:早上9:15~12:00止.(星期日無防疫口罩).,120.6843456,24.13113918,2022/2/15 15:08,890909,2022/4/25,7
245,66000,台中市南區復興路１段５２１號,弘仁藥局,215282.8161,2668121.849,南區,810,2160,星期一至六下午3點~晚上5點販售防疫口罩;星期日休息,120.6584605,24.11789324,2022/2/15 15:08,890902,2022/4/24,12
246,66000,台中市南區美村南路１３１號,健康人生藥局,216112.6692,2668048.736,南區,0,380,星期一至日下午2點開始販售防疫口罩,120.666626,24.11725112,2022/2/15 15:08,890890,2022/4/23,18
247,66000,台中市南區南平路三之五號,榮鳳藥局,215437.5675,2668255.401,南區,730,750,星期一至六早上9點開始販售防疫口罩;星期日休息,120.6599797,24.11910252,2022/2/15 15:08,890872,2022/4/22,23
248,66000,台中市北區永興街１１２－１號１樓,東生藥局,217733.1096,2672947.97,北區,0,140,周一到周六上午8:30到晚上10:00開始販售口罩，周日公休,120.682458,24.1615216,2022/2/15 15:08,890849,2022/4/21,16
249,66000,台中市北區賴明里山西街二段６２號,仁柏藥局,217060.3364,2673748.516,北區,1440,860,口罩每日上午9:00開始現場排隊販售(口罩實名制販售期間每日營業),120.675819,24.168736,2022/2/15 15:08,890833,2022/4/20,14
250,66000,台中巿北區金龍里北屯路１３??１號,百鴻藥局,218639.8118,2672756.823,北區,710,370,固定周一至周五10.00--16.00 17.00--21.00開始販售口罩售完為止,120.691385,24.159814,2022/2/15 15:08,890819,2022/4/19,14
251,66000,台中市北區國強街３５號１樓,義興藥局,219229.3682,2672402.102,北區,810,1050,-,120.6971943,24.15662275,2022/2/15 15:08,890805,2022/4/18,10
252,66000,台中市北區北平路二段８２號,匯平藥局,216939.8382,2674041.847,北區,890,1080,上午10時開始發號碼牌，中午12時開始領口罩,120.6746264,24.17138203,2022/2/15 15:08,890795,2022/4/17,4
253,66000,臺中市北區山西路二段７０號１樓,格霖大藥局,217060.1586,2673768.267,北區,840,880,早上10點-晚上9點,120.6758168,24.16891433,2022/2/15 15:08,890791,2022/4/16,11
254,66000,台中市北區進化路６３９號１樓,盈佑藥局,218918.821,2672877.47,北區,2250,640,週一至週五上午9點到下午9點賣口罩 下午12~15點休息週六下午晚上都休息,120.6941281,24.16090888,2022/2/15 15:08,890780,2022/4/15,14
255,66000,台中市北區進化路六四八號一樓,康膚藥局,218965.4939,2672849.77,北區,720,940,早上9:00點開始販售至中午12:00，下午2:10開始販售，售完為止,120.694588,24.16065969,2022/2/15 15:08,890766,2022/4/14,10
256,66000,台中市北區興進路２１１之１號,宏科藥局,218743.1208,2672273.511,北區,590,1420,週一至週五 晚上6至8點販售口罩(國定例假日休),120.6924121,24.1554521,2022/2/15 15:08,890756,2022/4/13,16
257,66000,台中市北區漢口路３段９１號,健業藥局,216349.0249,2673551.165,北區,0,160,固定周一至周六9:00販售口罩，售完為止,120.6688232,24.16693903,2022/2/15 15:08,890740,2022/4/12,13
258,66000,台中市北區西屯路一段３５１－７號,嘉樂藥局,216036.8543,2672734.451,北區,0,690,星期一~五8.30~12.30，14.00~21.30，星期六8.30-12.30,120.6657702,24.15955803,2022/2/15 15:08,890727,2022/4/11,18
259,66000,台中市西屯區中清路二段１３８６巷７６號,揚善藥局,215327.6139,2676774.157,西屯區,1920,1590,周一到周六上午 9:00-22:30發售，售完為止,120.6586937,24.19601793,2022/2/15 15:08,890709,2022/4/10,6
260,66000,台中巿西屯區福安里中工三路２２０號,博新藥局,211129.6717,2674504.733,西屯區,4740,1660,星期一至六下午一點30分開始販賣無發號碼牌星期日休診,120.617432,24.1754288,2022/2/15 15:08,890703,2022/4/9,8
261,66000,台中市北區健行路４９３號,博森藥局,217257.0107,2672674.979,北區,2580,1290,固定周一到周六，下午1:00到下午4:00販賣防疫口罩。,120.6777789,24.15904688,2022/2/15 15:08,890695,2022/4/8,18
262,66000,臺中市北區五權路４０４號,中心旗艦藥局,217692.8095,2671990.692,北區,1980,2190,固定周一到周日，下午2:00開始販賣防疫口罩,120.6820828,24.15287727,2022/2/15 15:08,890677,2022/4/7,9
263,66000,台中巿西屯區何厝里青海路一段１７號,明達藥局,215090.1519,2673168.049,西屯區,1110,1720,固定周一至周六9:30-20:00販售口罩,120.6564434,24.16345239,2022/2/15 15:08,890668,2022/4/6,9
264,66000,台中市西屯區西屯路３段１５９之１０之５號１樓,佳蒝藥局,211335.82,2675819.554,西屯區,890,430,每週一至六11:30~22:00售口罩,120.6194257,24.18730561,2022/2/15 15:08,890659,2022/4/5,10
265,66000,台中市西屯區何南里大墩１９街２６號１樓,健康藥局,214944.3033,2672433.57,西屯區,1700,940,星期一至六每天早上10:00開始領口罩(視狀況發號碼牌)，星期日休息,120.6550259,24.15681738,2022/2/15 15:08,890649,2022/4/4,10
266,66000,台中市西屯區工業區一路９８之１６號,久揚大藥局,210761.4751,2674405.873,西屯區,3380,1060,未發號碼牌，星期一至六早上9:00開始販賣口罩，星期日不一定,120.6138109,24.17452704,2022/2/15 15:08,890639,2022/4/3,6
267,66000,台中市西屯區何厝里西屯路二段４５之１號１樓,篤行藥局,215373.574,2673271.948,西屯區,180,310,-,120.6592301,24.16439678,2022/2/15 15:08,890633,2022/4/2,7
268,66000,台中市西屯區河南路２段３５０號１樓,東亞藥師藥局,214151.6677,2674323.814,西屯區,60,1900,-,120.647179,24.17386696,2022/2/15 15:08,890626,2022/4/1,15
269,66000,台中市西屯區青海路二段二八七號一、二樓,逢甲何藥局,213608.0969,2674201.986,西屯區,3870,1450,防疫口罩販售兩時段  第一批早上9:00 販售，售完為止   第二批晚上8:00 販售，售完為止,120.6418323,24.17275448,2022/2/15 15:08,890611,2022/3/31,4
270,66000,台中市西屯區青海路一段一Ｏ一、一Ｏ三號,廣安大藥局,214805.1618,2673323.317,西屯區,240,1040,週一~日10AM販售口罩售完為止，無發放號碼牌.,120.653635,24.164848,2022/2/15 15:08,890607,2022/3/30,9
271,66000,台中市西屯區福雅路七十五號,中科藥局,211254.7809,2675504.375,西屯區,1640,580,週一~日10AM販售口罩售完為止，無發放號碼牌.,120.6186365,24.18445781,2022/2/15 15:08,890598,2022/3/29,5
272,66000,臺中市西屯區中工三路１３９號,達康藥局,211246.6928,2674758.883,西屯區,2000,680,週一~六1PM販售口罩售完為止，無發放號碼牌..周日晚上7點發口罩，售完為止，,120.6185769,24.17772644,2022/2/15 15:08,890593,2022/3/28,7
273,66000,台中市西屯區河南路２段２９５號,新利賀專業藥局,214150.1697,2674265.644,西屯區,1460,0,每週日休診..8/7特別店休一日,120.6471657,24.17334169,2022/2/15 15:08,890586,2022/3/27,7
274,66000,台中市西屯區太原路１段２０７號１樓,天立專業藥師藥局,215626.1228,2673136.608,西屯區,700,980,週一~週六9：00口罩售完為止，週日中午12：00售完為止,120.6617187,24.16318029,2022/2/15 15:08,890579,2022/3/26,4
275,66000,台中市西屯區西屯路三段１５９－１１巷６號,天良藥局,211298.2522,2675816.71,西屯區,2490,1110,固定周一到周六，早上10:00開始販賣防疫口罩,120.619056,24.187279,2022/2/15 15:08,890575,2022/3/25,9
276,66000,台中市西屯區逢甲路１４７、１４９、１５１號,逢甲藥局,213728.66,2674793.705,西屯區,0,1350,-,120.643004,24.1781,2022/2/15 15:08,890566,2022/3/24,7
277,66000,台中市西屯區漢口路二段２４７號,百惠藥師藥局,215949.1196,2673554.388,西屯區,1650,1880,周一至周五早上9-12，週六早上10-12，免領號碼牌,120.6648875,24.16695954,2022/2/15 15:08,890559,2022/3/23,12
278,66000,台中市西屯區永福路３５號,東亞永福藥局,211355.1343,2675296.916,西屯區,0,290,購買防疫口罩時間:星期一到六上午九點起,120.6196298,24.1825871,2022/2/15 15:08,890547,2022/3/22,8
279,66000,台中市西屯區逢甲路９２號１樓,永旭大藥局,213824.0775,2674874.327,西屯區,670,1070,星期一到六每日10:00開始販售。星期日中午12點開始販售，售完為止,120.6439411,24.17883015,2022/2/15 15:08,890539,2022/3/21,10
280,66000,臺中市西屯區福科路４２１號,家福藥局,211465.4644,2675421.634,西屯區,0,1120,每日販賣口罩時間不一定，最快早上09:30~10:00以後開始,120.6207124,24.1837159,2022/2/15 15:08,890529,2022/3/20,4
281,66000,台中市南屯區南屯里黎明路一段１０８５號,仁人藥局,213178.9518,2670488.857,南屯區,500,700,周一到周日，8:00~22:30販售口罩，售完為止。,120.6377033,24.13921787,2022/2/15 15:08,890525,2022/3/19,7
282,66000,台中市南屯區南屯路二段７８８號,濟安堂藥局,213189.7751,2670606.522,南屯區,2300,1750,現場排隊.不發號碼牌,120.6378068,24.14028054,2022/2/15 15:08,890518,2022/3/18,7
283,66000,台中市南屯區溝墘里大墩路８５０號,聯發藥局,214438.0242,2672316.052,南屯區,5580,1170,週一~週五9：30週六早上9:30、開賣，售完為止。,120.6500467,24.15574494,2022/2/15 15:08,890511,2022/3/17,6
284,66000,台中市南屯區田心里向上南路１段２７４號１樓,聖仁藥局,214389.891,2671136.015,南屯區,2060,480,10點開賣，售完為止，週日休息。,120.6496021,24.14508902,2022/2/15 15:08,890505,2022/3/16,4
285,66000,台中市南屯區大同里大墩六街１５４號,吉田藥局,214491.5657,2670877.216,南屯區,810,1660,固定周一至周六08:40開始依排隊先後序販售口罩，售完為止。,120.6506089,24.14275456,2022/2/15 15:08,890501,2022/3/15,10
286,66000,台中市南屯區黎明路２段１９９號,承諭藥局,213007.3133,2671349.604,南屯區,0,810,口罩發放時間：周一至周六9點至12點，下午2點至23點,120.6359925,24.14698573,2022/2/15 15:08,890491,2022/3/14,3
287,66000,台中市南屯區溝墘里大墩路５９６號,得安藥局,214436.5907,2671705.883,南屯區,3280,1050,10：00開始現場購買口罩，售完為止。,120.6500476,24.15023555,2022/2/15 15:08,890488,2022/3/13,9
288,66000,台中市南屯區黎明路二段４３２號１樓,長映藥局,212955.4176,2671867.123,南屯區,0,300,固定周一到周六，早上9:00；禮拜天11:00點開始販賣防疫口罩。,120.6354686,24.1516573,2022/2/15 15:08,890479,2022/3/12,12
289,66000,台中市南屯區大墩二街９１號１Ｆ,裕登藥局,214583.54,2670431.188,南屯區,370,2330,固定周一到周日早上9:00開始販賣防疫口罩。,120.6515248,24.13872933,2022/2/15 15:08,890467,2022/3/11,6
290,66000,台中市南屯區文山里忠勇路１１５??６號１樓,德安藥局,210302.0557,2669339.828,南屯區,0,710,-,120.6094284,24.12877325,2022/2/15 15:08,890461,2022/3/10,3
291,66000,台中市南屯區忠勇路１２之２６號,康得美專業藥局,210560.4424,2670089.157,南屯區,930,20,-,120.6119501,24.13554558,2022/2/15 15:08,890458,2022/3/9,11
292,66000,台中市南屯區向心南路９６２．９６４號１樓,大愛藥局,213821.6099,2670267.577,南屯區,700,690,每日上午08:30直接發放200份，每星期一公休一天!如還有口罩庫存繼續發放,120.6440321,24.13723475,2022/2/15 15:08,890447,2022/3/8,5
293,66000,台中市南屯區溝墘里大墩路８１０號之１,承智藥局,214448.3516,2672195.157,南屯區,1360,560,星期一~星期五早上9:00--13:30，下午15:30--21:00，星期六早上9:00--13:30，下午16:30--21:00，星期日休，國定假日休,120.6501513,24.15465358,2022/2/15 15:08,890442,2022/3/7,26
294,66000,台中市南屯區大業路１４５、１４７號１樓,政豐大愛藥局,214587.3003,2672061.022,南屯區,570,750,週一停止發放口罩，早上8:30開始發放，售完為止.<<周日若售完週一則無發放>>,120.6515219,24.15344557,2022/2/15 15:08,890416,2022/3/6,6
295,66000,臺中市南屯區南屯路２段２４０號,五六藥局,214352.1884,2670235.617,南屯區,2320,1840,週一 到 週六，早上 9 : 30 開始販售， 售完為止. (不發號碼牌),120.6492533,24.13695826,2022/2/15 15:08,890410,2022/3/5,7
296,66000,台中市南屯區大業路５７１號１樓,大業藥局,213018.1535,2672067.872,南屯區,2280,830,固定周一至周六10:00開始發號碼牌並依序販售口罩，售完為止.,120.6360808,24.15347138,2022/2/15 15:08,890403,2022/3/4,3
297,66000,台中市南屯區大業路９５號,乾生大藥局,214674.8434,2672050.953,南屯區,1690,660,固定周一到周六，早上8:30開始販賣。,120.6523836,24.15335662,2022/2/15 15:08,890400,2022/3/3,12
298,66000,台中市南屯區公益路二段三五八號,宜康藥局,213022.1199,2671853.987,南屯區,4030,2020,固定周一到周六，早上9:00開始販賣防疫口罩。,120.6361253,24.15154026,2022/2/15 15:08,890388,2022/3/2,6
299,66000,台中市南屯區黎明路一段１１５５號,睦林藥局,213221.9037,2670674.317,南屯區,410,990,口罩銷售時間：8:00至22:00，售完為止,120.6381212,24.14089343,2022/2/15 15:08,890382,2022/3/1,9
300,66000,台中市南屯區大墩６街２２３號,全成藥局,214285.962,2670847.165,南屯區,2190,1300,大人.兒童 口罩15:00開始販售-售完為止(庫存以現場為主),120.6485866,24.14247858,2022/2/15 15:08,890373,2022/2/28,4
301,66000,臺中市南屯區大墩１１街４４５號,博仕健保藥局,213432.4443,2671528.323,南屯區,740,1870,星期一至星期五14:00~18:00，星期六10:00~14:00，現場排隊販售口罩，非販售時間不販售.,120.6401712,24.14860934,2022/2/15 15:08,890369,2022/2/27,3
302,66000,臺中市南屯區向上路二段４２１號,百芳大藥局,213185.0547,2671339.625,南屯區,30,4020,固定周一到周六，早上9:30開始販賣防疫口罩，不發號碼牌。,120.6377417,24.14689979,2022/2/15 15:08,890366,2022/2/24,5
303,66000,台中巿北屯區和順路３９８號,李藥局,221823.2662,2674613.591,北屯區,590,1280,周一至周日，早上8點半，開始販售口罩，售完為止,120.7226768,24.17663942,2022/2/15 15:08,890361,2022/2/23,8
304,66000,臺中巿北屯區東山路一段１４２-１１號,日盛藥局,219884.9174,2673809.147,北屯區,1880,970,每天(不含星期日)早上09:00開始發售口罩，歡迎洽領。,120.703616,24.16934,2022/2/15 15:08,890353,2022/2/22,9
305,66000,台中市北屯區旅順路２段１５０號,寶麒藥局,218451.8012,2674328.415,北屯區,2350,1030,周一~周六每天上午9:00開始販售口罩，售完為止，星期日公休。,120.6895005,24.17400054,2022/2/15 15:08,890344,2022/2/21,6
306,66000,台中巿北屯區太原路三段４５８號１樓,弘光藥局,219022.3516,2673303.898,北屯區,270,2070,早上8:30開始販賣防疫口罩(全年無休),120.6951378,24.16476125,2022/2/15 15:08,890338,2022/2/20,2
307,66000,台中市北屯區北屯里昌平路一段２３號,大元藥局,218881.4784,2673505.049,北屯區,6440,1750,周一~周六每天18:00至21:00販售口罩， ，星期日公休晚上不確定販售,120.6937471,24.16657471,2022/2/15 15:08,890336,2022/2/19,7
308,66000,台中市北屯區松安里昌平路二段２之３１號,濟生藥局,218576.807,2674797.278,北屯區,1220,1970,周一~周日每天上午9:00開始發號碼牌並依序販售口罩，售完為止,120.6907206,24.17823651,2022/2/15 15:08,890329,2022/2/18,7
309,66000,台中市北屯區四民里昌平路二段５４??３號１樓,崇安藥局,218546.2401,2674813.447,北屯區,0,470,周一至周六中午12:50開始發號碼牌並販售，週日上午8:20開始發號碼牌並販售,120.6904194,24.1783819,2022/2/15 15:08,890322,2022/2/17,2
310,66000,台中市北屯區昌平路１段１０５－５號１樓,永佳藥局,218539.0478,2674286.048,北屯區,4510,4870,周一至周日每日早上8點30分發號碼牌並販售,120.6903601,24.17361974,2022/2/15 15:08,890322,2022/2/17,0
311,66000,台中市北屯區北屯村北屯路１１５號,順泰大藥局,218711.3621,2673039.413,北屯區,1770,540,周三及周日公休，其餘時間每日上午9:00開賣，不需發號碼牌,120.692083,24.162367,2022/2/15 15:08,890320,2022/2/16,18
312,66000,台中市北屯區三光里北屯路３３７號,大生大藥局,219253.5472,2673917.366,北屯區,0,1710,周一至周日每天早上8:30開始販售，無發放號碼牌，每天即時現場發售服務，售完為止。(週日正常發售服務),120.6974,24.17030494,2022/2/15 15:08,890302,2022/2/15,2
313,66000,台中市北屯區平順里昌平路一段４３４號１樓,吉英藥局,218554.4567,2674582.454,北屯區,0,1770,周一至周六早上8:30開始販賣，無發放號碼牌，週日視情況,120.6905053,24.17629637,2022/2/15 15:08,890300,2022/2/14,8
314,66000,台中市北屯區熱河路２段１０９號１樓,大華藥局,218226.0004,2673945.577,北屯區,3960,1380,周一至周五1830-2030販售口罩，周六1400-1600販售口罩。周六晚上及周日全天休診。,120.6872866,24.17053926,2022/2/15 15:08,890292,2022/2/13,9
315,66000,台中市北屯區中清路二段２３２號１樓,順天大藥局,216407.3645,2674739.844,北屯區,1350,1090,每日上午九點開始販售到售完為止.(週日正常營業).,120.6693697,24.17767313,2022/2/15 15:08,890283,2022/2/12,8
316,66000,台中市北屯區平德里河北路２段６１號,蔡宗耀中西藥局,217797.5508,2673879.826,北屯區,2440,1300,早上9點30分至下午12點30分，下午3點至8點發口罩，有發號碼牌。,120.6830714,24.16993688,2022/2/15 15:08,890275,2022/2/11,9
317,66000,台中市北屯區平田里昌平路１段１７８號１Ｆ,慈慧藥師藥局,218728.7587,2673806.578,北屯區,3480,1940,星期一到星期六早上9點開始販賣口罩，全天後供應售完為止星期日機動,120.6922376,24.16929427,2022/2/15 15:08,890266,2022/2/10,6
318,66000,台中市北屯區崇德路２段２９２、２９４號,杏城藥局,218100.6387,2674549.159,北屯區,1010,1600,雙周的星期日休息,120.6860395,24.17598661,2022/2/15 15:08,890260,2022/2/9,8
319,66000,台中市北屯區北屯路２９９－３號１樓,世富藥局,219119.8642,2673689.752,北屯區,680,2220,早上08:00開始領口罩，中午12點為止.星期日休息,120.6960892,24.16824714,2022/2/15 15:08,890252,2022/2/8,12
320,66000,台中市北屯區大鵬路３２號,安順藥局,216188.6279,2674814.487,北屯區,0,530,防疫口罩於每日早上 07:30 開始販售，售完為止,120.6672151,24.17834241,2022/2/15 15:08,890240,2022/2/7,5
321,66000,台中市北屯區松義街１６８號,佳家社區藥局,219356.8792,2675484.82,北屯區,1760,1210,營業時間8:30~22:00，週日下午公休.,120.6983837,24.18445987,2022/2/15 15:08,890235,2022/2/6,6
322,66000,台中市北屯區昌平路２段８－１６號,吉士康樂活藥局,218522.7884,2674977.724,北屯區,3050,1200,周一至周日12:30開始販售口罩.售完為止.；星期日營業至晚上8:00；國定假日照常營業,120.690185,24.17986472,2022/2/15 15:08,890229,2022/2/5,9
323,66000,台中市北屯區陳平一街８８號,你好聯合藥局,216100.5987,2675704.289,北屯區,2030,770,-,120.6663278,24.18637473,2022/2/15 15:08,890220,2022/2/4,4
